1 1698.56246 0.1000
1 1687.20722 0.1000
1 1675.94960 0.1000
1 1664.79172 0.1000
1 1653.73572 0.1000
1 1642.78375 0.1000
1 1631.93806 0.1000
1 1621.20087 0.1000
1 1610.57449 0.1000
1 1600.06124 0.1000
1 1589.66348 0.1000
1 1579.38361 0.1000
1 1569.22408 0.1000
1 1559.18734 0.1000
1 1549.27591 0.1000
1 1539.49231 0.1000
1 1529.83913 0.1000
1 1520.31897 0.1000
1 1510.93445 0.1000
1 1501.68823 0.1000
1 1492.58301 0.1000
1 1483.62150 0.1000
1 1474.80642 0.1000
1 1466.14055 0.1000
1 1457.62664 0.1000
1 1449.26751 0.1000
1 1441.06595 0.1000
1 1433.02479 0.1000
1 1425.14686 0.1000
1 1417.43498 0.1000
1 1409.89200 0.1000
1 1402.52076 0.1000
1 1395.32408 0.1000
1 1388.30480 0.1000
1 1381.46572 0.1000
1 1374.80965 0.1000
1 1368.33936 0.1000
1 1362.05762 0.1000
1 1355.96715 0.1000
1 1350.07063 0.1000
1 1344.37074 0.1000
1 1338.87009 0.1000
1 1333.57124 0.1000
1 1328.47671 0.1000
1 1323.58897 0.1000
1 1318.91040 0.1000
1 1314.44335 0.1000
1 1310.19008 0.1000
1 1306.15276 0.1000
1 1302.33351 0.1000
1 1298.73433 0.1000
1 1295.35717 0.1000
1 1292.20384 0.1000
1 1289.27608 0.1000
1 1286.57551 0.1000
1 1284.10366 0.1000
1 1281.86193 0.1000
1 1279.85162 0.1000
1 1278.07389 0.1000
1 1276.52980 0.1000
1 1275.22028 0.1000
1 1274.14611 0.1000
1 1273.30797 0.1000
1 1272.70639 0.1000
1 1684.90465 0.1000
1 1673.52243 0.1000
1 1662.23883 0.1000
1 1651.05600 0.1000
1 1639.97611 0.1000
1 1629.00139 0.1000
1 1618.13409 0.1000
1 1607.37651 0.1000
1 1596.73099 0.1000
1 1586.19990 0.1000
1 1575.78564 0.1000
1 1565.49068 0.1000
1 1555.31749 0.1000
1 1545.26860 0.1000
1 1535.34656 0.1000
1 1525.55397 0.1000
1 1515.89346 0.1000
1 1506.36767 0.1000
1 1496.97931 0.1000
1 1487.73108 0.1000
1 1478.62574 0.1000
1 1469.66604 0.1000
1 1460.85480 0.1000
1 1452.19482 0.1000
1 1443.68894 0.1000
1 1435.34002 0.1000
1 1427.15092 0.1000
1 1419.12453 0.1000
1 1411.26373 0.1000
1 1403.57142 0.1000
1 1396.05050 0.1000
1 1388.70385 0.1000
1 1381.53438 0.1000
1 1374.54497 0.1000
1 1367.73848 0.1000
1 1361.11777 0.1000
1 1354.68566 0.1000
1 1348.44498 0.1000
1 1342.39849 0.1000
1 1336.54893 0.1000
1 1330.89900 0.1000
1 1325.45137 0.1000
1 1320.20864 0.1000
1 1315.17336 0.1000
1 1310.34802 0.1000
1 1305.73505 0.1000
1 1301.33681 0.1000
1 1297.15558 0.1000
1 1293.19355 0.1000
1 1289.45285 0.1000
1 1285.93550 0.1000
1 1282.64343 0.1000
1 1279.57846 0.1000
1 1276.74232 0.1000
1 1274.13663 0.1000
1 1271.76289 0.1000
1 1269.62248 0.1000
1 1267.71666 0.1000
1 1266.04658 0.1000
1 1264.61325 0.1000
1 1263.41754 0.1000
1 1262.46022 0.1000
1 1261.74189 0.1000
1 1261.26303 0.1000
1 1671.26766 0.1000
1 1659.85739 0.1000
1 1648.54673 0.1000
1 1637.33787 0.1000
1 1626.23303 0.1000
1 1615.23447 0.1000
1 1604.34449 0.1000
1 1593.56544 0.1000
1 1582.89969 0.1000
1 1572.34967 0.1000
1 1561.91785 0.1000
1 1551.60671 0.1000
1 1541.41881 0.1000
1 1531.35671 0.1000
1 1521.42303 0.1000
1 1511.62041 0.1000
1 1501.95154 0.1000
1 1492.41913 0.1000
1 1483.02592 0.1000
1 1473.77471 0.1000
1 1464.66828 0.1000
1 1455.70947 0.1000
1 1446.90115 0.1000
1 1438.24618 0.1000
1 1429.74747 0.1000
1 1421.40793 0.1000
1 1413.23049 0.1000
1 1405.21810 0.1000
1 1397.37370 0.1000
1 1389.70026 0.1000
1 1382.20073 0.1000
1 1374.87807 0.1000
1 1367.73523 0.1000
1 1360.77516 0.1000
1 1354.00077 0.1000
1 1347.41497 0.1000
1 1341.02067 0.1000
1 1334.82070 0.1000
1 1328.81790 0.1000
1 1323.01506 0.1000
1 1317.41493 0.1000
1 1312.02019 0.1000
1 1306.83351 0.1000
1 1301.85746 0.1000
1 1297.09458 0.1000
1 1292.54731 0.1000
1 1288.21804 0.1000
1 1284.10907 0.1000
1 1280.22261 0.1000
1 1276.56080 0.1000
1 1273.12566 0.1000
1 1269.91913 0.1000
1 1266.94303 0.1000
1 1264.19907 0.1000
1 1261.68886 0.1000
1 1259.41387 0.1000
1 1257.37548 0.1000
1 1255.57491 0.1000
1 1254.01327 0.1000
1 1252.69152 0.1000
1 1251.61052 0.1000
1 1250.77094 0.1000
1 1250.17335 0.1000
1 1249.81818 0.1000
1 1657.65237 0.1000
1 1646.21297 0.1000
1 1634.87417 0.1000
1 1623.63819 0.1000
1 1612.50729 0.1000
1 1601.48379 0.1000
1 1590.57003 0.1000
1 1579.76839 0.1000
1 1569.08132 0.1000
1 1558.51128 0.1000
1 1548.06079 0.1000
1 1537.73240 0.1000
1 1527.52869 0.1000
1 1517.45230 0.1000
1 1507.50591 0.1000
1 1497.69220 0.1000
1 1488.01393 0.1000
1 1478.47386 0.1000
1 1469.07480 0.1000
1 1459.81960 0.1000
1 1450.71111 0.1000
1 1441.75224 0.1000
1 1432.94589 0.1000
1 1424.29503 0.1000
1 1415.80259 0.1000
1 1407.47158 0.1000
1 1399.30498 0.1000
1 1391.30581 0.1000
1 1383.47706 0.1000
1 1375.82178 0.1000
1 1368.34297 0.1000
1 1361.04366 0.1000
1 1353.92686 0.1000
1 1346.99558 0.1000
1 1340.25279 0.1000
1 1333.70147 0.1000
1 1327.34456 0.1000
1 1321.18496 0.1000
1 1315.22557 0.1000
1 1309.46921 0.1000
1 1303.91868 0.1000
1 1298.57672 0.1000
1 1293.44602 0.1000
1 1288.52920 0.1000
1 1283.82881 0.1000
1 1279.34735 0.1000
1 1275.08722 0.1000
1 1271.05075 0.1000
1 1267.24015 0.1000
1 1263.65757 0.1000
1 1260.30505 0.1000
1 1257.18452 0.1000
1 1254.29780 0.1000
1 1251.64659 0.1000
1 1249.23248 0.1000
1 1247.05694 0.1000
1 1245.12129 0.1000
1 1243.42674 0.1000
1 1241.97435 0.1000
1 1240.76505 0.1000
1 1239.79963 0.1000
1 1239.07873 0.1000
1 1238.60285 0.1000
1 1238.37235 0.1000
1 1644.05969 0.1000
1 1632.59006 0.1000
1 1621.22200 0.1000
1 1609.95779 0.1000
1 1598.79972 0.1000
1 1587.75016 0.1000
1 1576.81149 0.1000
1 1565.98616 0.1000
1 1555.27664 0.1000
1 1544.68546 0.1000
1 1534.21518 0.1000
1 1523.86841 0.1000
1 1513.64780 0.1000
1 1503.55603 0.1000
1 1493.59582 0.1000
1 1483.76994 0.1000
1 1474.08119 0.1000
1 1464.53241 0.1000
1 1455.12646 0.1000
1 1445.86625 0.1000
1 1436.75470 0.1000
1 1427.79478 0.1000
1 1418.98946 0.1000
1 1410.34176 0.1000
1 1401.85471 0.1000
1 1393.53135 0.1000
1 1385.37475 0.1000
1 1377.38798 0.1000
1 1369.57412 0.1000
1 1361.93626 0.1000
1 1354.47748 0.1000
1 1347.20087 0.1000
1 1340.10950 0.1000
1 1333.20645 0.1000
1 1326.49476 0.1000
1 1319.97745 0.1000
1 1313.65752 0.1000
1 1307.53794 0.1000
1 1301.62165 0.1000
1 1295.91153 0.1000
1 1290.41042 0.1000
1 1285.12110 0.1000
1 1280.04631 0.1000
1 1275.18871 0.1000
1 1270.55089 0.1000
1 1266.13536 0.1000
1 1261.94454 0.1000
1 1257.98079 0.1000
1 1254.24635 0.1000
1 1250.74337 0.1000
1 1247.47389 0.1000
1 1244.43984 0.1000
1 1241.64303 0.1000
1 1239.08517 0.1000
1 1236.76781 0.1000
1 1234.69240 0.1000
1 1232.86024 0.1000
1 1231.27250 0.1000
1 1229.93021 0.1000
1 1228.83424 0.1000
1 1227.98533 0.1000
1 1227.38406 0.1000
1 1227.03088 0.1000
1 1226.92607 0.1000
1 1630.49055 0.1000
1 1618.98957 0.1000
1 1607.59113 0.1000
1 1596.29756 0.1000
1 1585.11119 0.1000
1 1574.03442 0.1000
1 1563.06971 0.1000
1 1552.21953 0.1000
1 1541.48642 0.1000
1 1530.87296 0.1000
1 1520.38175 0.1000
1 1510.01547 0.1000
1 1499.77682 0.1000
1 1489.66853 0.1000
1 1479.69340 0.1000
1 1469.85425 0.1000
1 1460.15393 0.1000
1 1450.59536 0.1000
1 1441.18145 0.1000
1 1431.91518 0.1000
1 1422.79954 0.1000
1 1413.83756 0.1000
1 1405.03229 0.1000
1 1396.38681 0.1000
1 1387.90421 0.1000
1 1379.58761 0.1000
1 1371.44014 0.1000
1 1363.46495 0.1000
1 1355.66517 0.1000
1 1348.04398 0.1000
1 1340.60452 0.1000
1 1333.34994 0.1000
1 1326.28339 0.1000
1 1319.40800 0.1000
1 1312.72687 0.1000
1 1306.24310 0.1000
1 1299.95974 0.1000
1 1293.87981 0.1000
1 1288.00631 0.1000
1 1282.34218 0.1000
1 1276.89030 0.1000
1 1271.65351 0.1000
1 1266.63456 0.1000
1 1261.83618 0.1000
1 1257.26097 0.1000
1 1252.91148 0.1000
1 1248.79017 0.1000
1 1244.89940 0.1000
1 1241.24143 0.1000
1 1237.81842 0.1000
1 1234.63241 0.1000
1 1231.68533 0.1000
1 1228.97900 0.1000
1 1226.51509 0.1000
1 1224.29515 0.1000
1 1222.32059 0.1000
1 1220.59270 0.1000
1 1219.11259 0.1000
1 1217.88125 0.1000
1 1216.89952 0.1000
1 1216.16807 0.1000
1 1215.68742 0.1000
1 1215.45795 0.1000
1 1215.47987 0.1000
1 1616.94590 0.1000
1 1605.41244 0.1000
1 1593.98249 0.1000
1 1582.65839 0.1000
1 1571.44256 0.1000
1 1560.33744 0.1000
1 1549.34551 0.1000
1 1538.46933 0.1000
1 1527.71146 0.1000
1 1517.07454 0.1000
1 1506.56125 0.1000
1 1496.17429 0.1000
1 1485.91644 0.1000
1 1475.79049 0.1000
1 1465.79930 0.1000
1 1455.94574 0.1000
1 1446.23274 0.1000
1 1436.66326 0.1000
1 1427.24031 0.1000
1 1417.96691 0.1000
1 1408.84613 0.1000
1 1399.88107 0.1000
1 1391.07484 0.1000
1 1382.43059 0.1000
1 1373.95149 0.1000
1 1365.64073 0.1000
