  -35.0000000       120.000000    
  -35.0000000       125.000000    
  -35.0000000       130.000000    
  -35.0000000       135.000000    
  -35.0000000       140.000000    
  -35.0000000       145.000000    
  -35.0000000       150.000000    
  -30.0000000       120.000000    
  -30.0000000       125.000000    
  -30.0000000       130.000000    
  -30.0000000       135.000000    
  -30.0000000       140.000000    
  -30.0000000       145.000000    
  -30.0000000       150.000000    
  -25.0000000       120.000000    
  -25.0000000       125.000000    
  -25.0000000       130.000000    
  -25.0000000       135.000000    
  -25.0000000       140.000000    
  -25.0000000       145.000000    
  -25.0000000       150.000000    
  -20.0000000       120.000000    
  -20.0000000       125.000000    
  -20.0000000       130.000000    
  -20.0000000       135.000000    
  -20.0000000       140.000000    
  -20.0000000       145.000000    
  -20.0000000       150.000000    
  -15.0000000       120.000000    
  -15.0000000       125.000000    
  -15.0000000       130.000000    
  -15.0000000       135.000000    
  -15.0000000       140.000000    
  -15.0000000       145.000000    
  -15.0000000       150.000000    
